Date,Segment,Region,Category,Ship Mode,State,Sales,Profit,Discount,Product Quality Score,Service Speed Score,Pricing Score,Customer Service Score,Department,Customer Satisfaction,Inventory Turnover
2022-11-28,Consumer,East,Office Supplies,Second Class,Washington,1285.41,176.26,225.29,3.3321351590409423,1.4096495700284875,1.0101449085853211,2.0951372523650016,Garden,2.71,4.25
2022-06-13,Corporate,West,Technology,First Class,New York,1318.54,99.0,96.29,4.370606015369765,1.940898992751975,4.082867087813675,1.923002353129716,Clothing,4.75,7.65
2021-06-02,Home Office,West,Office Supplies,Second Class,Florida,583.83,49.16,171.04,4.081250613992678,2.855669769394601,4.601209790090465,2.083749116614731,Grocery,4.78,1.97
2021-05-30,Corporate,East,Furniture,Second Class,Florida,1107.59,258.95,262.8,1.9863425582630851,2.3375619839247856,2.011115457141398,2.466102046098666,Clothing,3.28,7.99
2021-04-21,Corporate,South,Office Supplies,First Class,Washington,989.35,140.02,46.59,3.3452387560665486,4.132242107970702,1.5328650068642284,2.8837616661518193,Clothing,1.2,2.92
2021-01-26,Home Office,South,Furniture,Second Class,Washington,1097.07,158.52,133.63,2.961722625274487,3.7010920057338494,4.073863265157255,1.9170457702769053,Grocery,4.54,0.52
2022-04-10,Home Office,Central,Furniture,Same Day,California,1278.99,234.4,194.52,4.266215691766356,2.2458815057068966,3.9201307896463753,2.399853981167101,Grocery,4.65,7.88
2021-04-28,Consumer,West,Furniture,Standard Class,Texas,769.87,40.67,48.42,2.4139196924177226,4.8043569517429345,4.172194982659193,4.585986860454513,Electronics,4.77,6.11
2022-03-22,Consumer,Central,Office Supplies,Standard Class,California,594.93,93.13,127.46,1.1463878042871345,3.5769677430859232,4.675775915949021,1.5385076300850629,Garden,2.89,6.88
2022-08-19,Corporate,East,Technology,Same Day,Washington,1276.55,289.86,324.24,4.549103248081012,4.3865006686237695,1.1769631782377519,1.8628962399655027,Garden,2.17,6.19
2022-11-05,Consumer,West,Furniture,Standard Class,California,750.38,100.15,8.48,3.6811217123283972,4.618341151491963,3.148132917212449,1.2427707717708438,Grocery,1.35,2.71
2021-08-17,Home Office,East,Office Supplies,Standard Class,New York,828.45,109.79,40.29,1.727433841167112,1.7905330255170786,4.156295477224623,3.835524519005034,Electronics,4.52,3.63
2022-05-23,Home Office,Central,Furniture,Same Day,Florida,1051.16,147.86,96.92,1.8228166313715581,2.590924774519386,3.0049361014015354,3.117642855084621,Clothing,3.89,0.57
2021-05-02,Home Office,East,Office Supplies,Second Class,Florida,828.47,183.11,244.72,2.59279941983364,1.2438758284330889,3.208569158154195,2.89728136278602,Clothing,4.21,9.16
2021-11-23,Corporate,East,Technology,Standard Class,California,601.95,103.54,76.64,2.905552935352392,1.5912845695992108,3.266492492739524,1.1376607029798849,Pharmacy,4.08,4.67
2022-04-15,Consumer,South,Furniture,First Class,Texas,1008.55,201.18,59.88,2.3212005647577585,3.3498649619090872,1.041558212660942,4.845370662055749,Garden,4.27,2.1
2021-10-15,Consumer,West,Furniture,Standard Class,Washington,804.63,155.8,36.26,3.062681805990368,3.068532817183568,4.617154138579634,4.376309458679588,Clothing,1.44,0.5
2022-06-10,Consumer,West,Furniture,Second Class,Florida,1149.46,69.17,311.96,4.569801000789143,2.7500937682099162,1.843150704702917,4.281496432470648,Electronics,2.35,7.96
2022-11-28,Consumer,West,Technology,Same Day,California,873.48,214.3,213.98,3.5198428299185007,3.8678495586794788,1.1018323910524583,4.500869902149906,Garden,4.26,3.77
2021-06-02,Consumer,East,Office Supplies,Same Day,Washington,827.89,158.33,156.97,2.478116600408202,2.0636262156186023,3.5337557232714722,4.1081006437137315,Grocery,3.94,3.2
2022-08-15,Consumer,South,Furniture,Same Day,Florida,947.5,157.31,157.77,4.441772320765853,2.657788389680961,3.2406959745622705,1.5577502694872356,Electronics,4.07,5.55
2021-02-11,Consumer,Central,Furniture,First Class,California,1263.04,74.56,297.29,3.7828922039007233,4.752865082842879,1.511037083717572,4.885969723914746,Clothing,4.04,5.18
2021-10-02,Corporate,West,Technology,Standard Class,Washington,1226.98,286.64,125.48,3.3748953931107195,3.2683613454205385,4.993178785162835,4.734873891760637,Garden,1.27,6.38
2022-07-07,Consumer,East,Office Supplies,Same Day,Texas,726.69,104.58,142.11,3.0660726622733203,3.725733996325243,2.565979804423767,3.784308445515892,Clothing,4.3,0.54
2022-03-15,Consumer,South,Technology,Second Class,California,1699.93,394.79,380.25,1.3513481993111767,3.981988674494453,2.0639764618130547,2.168042706112304,Pharmacy,1.34,3.97
2021-07-27,Consumer,South,Technology,Same Day,California,918.56,122.79,162.53,3.3717405503084588,2.7868573743164915,1.404787614557169,1.0044444335624516,Clothing,4.29,9.76
2021-06-16,Corporate,West,Furniture,Same Day,California,711.9,117.79,41.95,2.593037112018225,2.7232378156648753,3.138149122966657,2.943447077654952,Grocery,2.27,2.47
2021-04-22,Consumer,South,Office Supplies,Standard Class,Florida,1222.06,279.54,361.62,3.201316176918944,2.880817349055578,1.6571026690387787,3.3792138901489444,Clothing,1.85,3.62
2021-12-16,Corporate,South,Furniture,Standard Class,Texas,909.58,129.31,223.07,1.4962600834194077,4.448078798420794,1.5827016982712605,4.97592529265021,Grocery,1.78,1.58
2021-05-10,Corporate,East,Furniture,Standard Class,Texas,1538.43,132.16,234.27,4.144710225380102,2.4544624624831752,3.9100325975825565,1.531660148198867,Electronics,1.31,5.25
2021-08-05,Corporate,Central,Technology,Second Class,California,1211.85,163.62,230.0,3.047824185730016,4.5411282544921185,1.2674426994800232,1.3552803899711696,Clothing,2.99,4.31
2022-01-17,Home Office,South,Technology,Standard Class,California,950.32,120.05,218.97,4.323722229950398,1.1636673296114064,3.8526071923363423,2.705273752012959,Electronics,4.14,4.34
2021-01-25,Consumer,Central,Furniture,Standard Class,Texas,1393.83,273.43,199.3,1.827249038479875,2.011340639501751,1.278581019387878,4.0038248890690475,Pharmacy,3.6,4.5
2021-03-09,Home Office,South,Technology,Standard Class,Washington,1212.28,264.45,271.97,4.7523366438216215,4.589555271370358,2.577254284129317,2.3602813180333833,Electronics,4.97,7.17
2021-08-23,Consumer,South,Technology,Same Day,California,692.78,36.21,162.21,3.312738773388714,4.731083950815121,1.4997540596764716,3.649441010763895,Pharmacy,4.08,4.79
2022-12-18,Corporate,South,Office Supplies,Second Class,Texas,1222.1,182.05,174.9,1.3027428227507891,1.8306996743905506,4.938634827922346,4.557753546403591,Clothing,3.91,2.98
2021-10-19,Corporate,West,Furniture,First Class,Florida,870.88,90.1,56.13,2.2548706821259445,1.8686390546996914,1.944982740648555,4.172647964413401,Garden,2.65,5.18
2022-12-28,Consumer,West,Furniture,Second Class,Texas,979.17,81.16,179.53,4.930739630145443,4.016983650376233,2.457848894234058,1.4063834340961026,Clothing,1.48,9.48
2022-12-03,Consumer,West,Office Supplies,Same Day,Washington,1032.76,189.14,176.34,3.4533364775459963,2.445861757683125,1.845324744053249,2.7843013085720147,Grocery,2.52,4.98
2022-12-11,Corporate,Central,Technology,First Class,California,780.23,169.4,121.05,2.6789882071742284,1.8226235144635687,3.175536224111949,1.1519706176954996,Clothing,4.44,1.82
2022-12-29,Consumer,Central,Office Supplies,Second Class,Texas,666.66,105.92,17.99,4.662765661399117,1.9089415696245116,4.689073670714311,1.6745532977457604,Garden,2.34,8.32
2022-07-10,Consumer,West,Office Supplies,Same Day,New York,1091.95,96.92,257.15,2.445138473031789,2.216737033323872,2.930634166755881,4.08284410607124,Clothing,1.49,9.22
2021-02-02,Home Office,Central,Office Supplies,Same Day,California,652.94,130.76,108.54,3.988583042332294,4.331951783120413,3.9685326841506523,1.6963725273479309,Garden,3.13,3.73
2021-01-12,Corporate,East,Technology,First Class,California,356.2,54.95,48.05,1.5850603250863626,2.8255106353917427,2.4195544063116023,3.235256197239158,Clothing,3.43,0.71
2022-09-09,Home Office,Central,Office Supplies,Same Day,New York,790.97,166.84,194.83,3.7886387833093926,1.508354448318801,2.1295570065588887,3.4599139447869725,Grocery,1.47,8.15
2021-08-01,Corporate,East,Furniture,First Class,California,1082.77,263.05,72.65,2.9657589882375843,2.4861443111805355,1.394397060347337,1.6265453479795862,Grocery,4.07,3.59
2021-05-19,Home Office,West,Technology,Second Class,Florida,932.53,124.84,82.8,2.698516965990856,2.2926711716912136,4.879595335730208,4.659288650206998,Electronics,3.03,5.7
2022-11-26,Consumer,East,Office Supplies,First Class,Florida,1316.78,149.85,257.46,1.9264367230638473,1.3044068163548803,2.5140488091448097,1.2340073897487671,Grocery,3.35,7.95
2022-02-26,Consumer,West,Office Supplies,First Class,Washington,1045.94,111.3,128.77,4.949823405786667,4.29316614292464,4.494452029974426,4.676938365842933,Clothing,1.15,5.03
2022-09-30,Corporate,West,Office Supplies,Same Day,Washington,808.42,152.14,79.14,1.4944774079490077,3.9254021929625167,3.4787857679515684,1.4551975486428095,Pharmacy,1.86,3.28
2022-10-31,Corporate,West,Office Supplies,Standard Class,Texas,890.1,217.52,74.62,1.8139675986691643,2.7422483940354536,3.712850046002863,4.603479933368435,Garden,2.76,8.64
2022-09-16,Corporate,Central,Office Supplies,Same Day,Texas,640.86,68.68,96.68,2.509645305781223,3.8061714247323306,2.829066673848338,2.4715637078015735,Garden,1.42,9.27
2022-05-04,Home Office,South,Office Supplies,Same Day,Florida,1271.45,181.13,298.67,1.5244814965403362,2.354837634853814,2.3089826279104764,4.159363159211735,Electronics,3.92,7.31
2022-06-24,Corporate,South,Furniture,Second Class,California,654.72,108.2,159.45,4.741297896812748,4.743344057199046,2.8947601581950653,2.576950540992019,Clothing,1.87,0.61
2021-08-06,Consumer,East,Technology,First Class,New York,769.9,185.38,184.21,4.641525562902085,3.00312686547481,4.065520845262226,3.9326259322036146,Grocery,2.45,0.91
2022-10-26,Corporate,South,Furniture,Second Class,Florida,959.93,95.44,256.14,2.7527711212752153,1.444811698298127,4.64837770808993,4.4095630215675765,Garden,1.13,5.99
2021-11-04,Consumer,West,Office Supplies,Second Class,Washington,1000.59,242.47,24.73,2.9696027814951247,2.9007277371373754,2.9811648003409137,3.101755514304857,Garden,2.01,7.87
2021-06-24,Home Office,South,Office Supplies,First Class,Washington,624.34,96.65,184.08,1.2483623899408234,2.4405231758139183,3.123450789756951,2.6085582682007904,Garden,4.4,1.84
2021-05-29,Consumer,East,Office Supplies,Second Class,Washington,773.62,151.38,103.41,4.3574914646692555,1.1364167599217567,3.9298326273355317,2.5785305605493245,Pharmacy,3.13,9.07
2022-06-26,Consumer,West,Furniture,Standard Class,New York,1066.26,219.94,70.34,4.121950151891165,2.398839190476376,4.837385582623684,1.22636705146637,Pharmacy,3.93,9.21
2022-08-03,Home Office,Central,Office Supplies,First Class,Washington,1282.43,106.34,373.58,2.5731557807916885,4.905363271171874,3.6312898535343163,1.059262868308759,Pharmacy,1.83,8.03
2022-07-02,Consumer,West,Furniture,Second Class,Washington,1087.25,266.32,271.05,2.9083490577796796,2.038597461536525,4.400193144655563,3.974280537054567,Electronics,1.78,6.66
2022-01-29,Home Office,West,Technology,Standard Class,Texas,993.55,243.64,277.82,3.637447187054853,3.8960110832493315,2.616472445691684,2.6615979336094115,Electronics,3.34,3.99
2021-03-15,Home Office,East,Furniture,Same Day,California,609.4,136.04,98.55,2.862316147254047,1.6165593822298399,1.7179470236168664,1.6043710737285517,Electronics,1.77,1.38
2021-10-25,Home Office,Central,Furniture,First Class,California,845.66,184.92,191.83,2.0927615762010405,1.6772819379994028,3.818858849957256,4.486147988353478,Clothing,1.79,9.42
2022-01-30,Consumer,West,Technology,Same Day,New York,1130.37,130.28,181.59,2.189941772273127,2.1859638806420874,1.9802568722262186,3.551086902251851,Electronics,1.4,3.2
2022-06-24,Home Office,Central,Office Supplies,Second Class,Washington,1270.24,279.98,211.42,3.06925203208181,1.0584588820622205,4.54333711713228,2.8980177934250944,Pharmacy,4.04,2.24
2022-03-06,Corporate,West,Furniture,Standard Class,Texas,1222.34,278.28,349.51,4.978124123119402,2.934581456647522,1.3148944267260467,2.427939973015639,Clothing,1.35,9.51
2021-07-19,Consumer,West,Technology,Standard Class,California,1034.52,106.87,231.86,2.959702714970827,4.879302014924247,2.903733429244094,2.378985305507814,Clothing,4.56,6.17
2022-02-28,Consumer,East,Furniture,Standard Class,New York,1301.15,109.47,226.88,1.2231896797857589,2.126123645779662,2.74555316213294,2.4856811230868208,Electronics,4.48,9.57
2021-03-03,Corporate,West,Furniture,Same Day,Texas,1720.37,346.48,213.14,4.754781665085176,3.6793102482563755,4.449416709874395,4.546217343450477,Clothing,1.65,8.38
2021-12-08,Corporate,West,Technology,Standard Class,Washington,851.53,140.97,49.09,2.2238835843672757,4.377124457645451,4.875145271244658,2.5144165096417264,Pharmacy,4.87,3.26
2021-02-14,Corporate,West,Furniture,Standard Class,New York,809.22,57.92,35.25,1.1593015069364476,4.757824071649678,4.8145049509939675,1.0772657241913337,Pharmacy,2.36,6.83
2021-03-30,Corporate,South,Technology,Same Day,Texas,1379.62,179.21,133.69,1.2891430455831356,1.1013053288182522,1.2197191794755198,1.5797347666234693,Pharmacy,4.56,6.27
2021-02-03,Home Office,Central,Furniture,Same Day,California,1058.87,123.25,223.33,1.6845384164383153,4.380473698444064,4.963064785781452,2.384832943825216,Grocery,1.29,4.28
2022-10-08,Consumer,East,Office Supplies,Standard Class,Florida,1028.08,187.25,67.39,3.5366256281017425,1.325598345081584,3.6718667751305447,1.6654088030125735,Pharmacy,1.58,5.65
2021-08-21,Consumer,East,Technology,Second Class,California,1098.09,147.23,52.84,2.4719443298280965,2.2535466856119335,2.009144914673697,4.2919258464246415,Electronics,2.77,5.52
2021-02-06,Corporate,East,Office Supplies,Second Class,Florida,836.38,150.33,27.22,4.669200164494159,3.9706084414733334,2.508175748083209,4.994926443015075,Electronics,1.19,1.12
2022-04-05,Home Office,West,Furniture,First Class,New York,741.3,155.58,189.34,4.173094257383595,2.472958346559054,4.554790606555811,2.336652083451792,Garden,2.08,2.21
2021-10-18,Home Office,Central,Office Supplies,Standard Class,Texas,805.71,154.22,64.41,2.283347358165402,1.2260625003727212,4.664210634128994,2.9407453925662304,Garden,3.4,5.68
2021-07-17,Corporate,South,Technology,First Class,Texas,1311.49,227.55,89.5,4.944463209227889,3.9729800454997743,1.4875579635486806,1.1904726687256884,Pharmacy,1.53,0.91
2021-09-12,Corporate,South,Furniture,Same Day,Texas,640.84,148.22,79.05,3.665995193193661,3.227064302734187,1.5732618353506616,1.7778564556054186,Clothing,1.5,8.2
2021-03-22,Corporate,East,Technology,Same Day,Washington,1124.66,111.97,216.55,1.069755037804732,2.8610409648633848,1.176782047798313,1.916242022175099,Pharmacy,2.6,4.23
2022-03-23,Corporate,Central,Furniture,Same Day,California,860.58,130.39,154.92,2.8523529967826913,2.6542275564190043,2.575385818871203,2.549931656594487,Electronics,1.41,1.22
2021-05-17,Home Office,South,Office Supplies,Same Day,Florida,911.66,183.45,253.31,4.641295499284693,3.5126226835263235,2.380542357776166,4.305666438900239,Clothing,3.61,8.49
2021-07-09,Consumer,East,Office Supplies,Second Class,Washington,1185.74,112.42,246.36,2.18384139018646,4.66819848503396,3.6908592453214206,2.5968410880870283,Clothing,4.16,1.15
2021-05-10,Home Office,South,Technology,Same Day,New York,1211.0,111.82,209.47,4.707465559819341,2.6818386838023414,1.646580195325392,3.965714438139201,Electronics,2.9,2.1
2021-07-29,Consumer,South,Technology,Same Day,New York,1085.74,202.88,234.91,3.461452616973168,2.5504563226969093,4.187911518345386,3.1143595464751237,Clothing,1.26,7.78
2022-01-04,Consumer,Central,Furniture,Second Class,Washington,531.72,109.6,107.66,3.3321745661143134,2.4450673182672293,3.3205918247197204,3.6545968188533684,Grocery,3.45,9.37
2021-10-19,Consumer,East,Technology,Same Day,Florida,1392.74,316.53,323.91,2.463308413076263,1.796762859202064,1.4440334913718327,1.7888951026704674,Garden,1.96,0.83
2022-01-12,Home Office,South,Technology,First Class,New York,1327.55,185.41,233.65,4.82769444266345,4.3310527912514445,4.587410293064973,1.1552472338568638,Garden,2.52,1.07
2021-12-14,Corporate,West,Office Supplies,Standard Class,California,1022.86,197.68,249.69,2.722464680888377,1.9206463106180842,4.397706929579492,1.9866818449679404,Clothing,1.77,5.08
2021-06-18,Corporate,West,Technology,Standard Class,New York,1002.56,84.41,271.71,3.5375449590113734,3.217646341863644,4.016396550711642,1.404930659037733,Clothing,3.56,4.49
2021-06-26,Home Office,South,Technology,Same Day,Florida,1450.36,163.82,307.44,3.548341476506421,4.125365587259957,2.918965502443788,3.810672750335417,Clothing,4.28,9.65
2022-06-22,Home Office,Central,Furniture,Same Day,California,1236.81,218.2,140.64,3.573573541433272,1.10317792399624,3.4415173342202334,3.2769020848466575,Garden,4.43,4.75
2021-11-20,Consumer,Central,Office Supplies,Same Day,Washington,992.68,78.99,90.53,2.2241711129115935,3.0140564236956187,1.791099922446,4.17475378958935,Pharmacy,4.09,7.25
2022-05-24,Home Office,South,Office Supplies,Second Class,Florida,926.92,223.51,180.55,4.458965924936592,2.6088734173559307,4.039195558715001,2.610385574056964,Pharmacy,3.19,3.83
2021-04-25,Consumer,Central,Furniture,Standard Class,California,951.62,71.92,183.77,3.3744141620183408,1.291132199569315,3.77577948491047,2.0419686616100994,Pharmacy,3.22,2.25
2021-01-30,Home Office,Central,Office Supplies,First Class,California,1294.31,265.79,21.92,2.5537823276324843,4.274897434315903,4.195646817563667,4.444163421939841,Garden,1.81,7.05
2021-10-17,Corporate,West,Furniture,Second Class,California,1260.0,143.29,285.59,2.289097438272804,2.6119449852229284,4.751584657439059,3.262122099393753,Garden,1.06,4.83
2021-05-27,Corporate,East,Furniture,Second Class,Florida,596.64,117.29,44.36,1.4547389640103838,2.490810832545023,4.555471831022235,2.8915951886776172,Pharmacy,3.24,5.91
2021-10-01,Corporate,East,Technology,Second Class,Texas,1116.16,146.16,28.8,3.44096996739455,3.693667370220148,4.581616866967477,4.565374996233421,Grocery,3.79,8.14
2021-08-10,Home Office,South,Technology,First Class,New York,1216.03,242.63,66.19,4.130429771745229,2.773905491390591,2.7199663421129787,2.391250253505458,Grocery,2.58,3.86
2021-12-07,Consumer,South,Furniture,First Class,Texas,623.38,143.42,124.97,2.689863177032275,2.488336461707103,4.154393622314242,2.635608804556124,Electronics,3.57,5.18
2022-05-25,Corporate,South,Technology,Standard Class,New York,999.26,169.1,161.57,4.662643395980028,3.2497664523270418,4.8783146951797765,2.0297783135135905,Grocery,2.3,5.32
2022-05-30,Consumer,West,Technology,First Class,Florida,555.74,46.01,142.05,1.5021426011025074,2.4449432453651547,2.0643170816615948,1.5308300779408777,Electronics,2.41,1.15
2021-03-11,Corporate,West,Office Supplies,Same Day,New York,1032.37,247.99,42.13,2.951557176776167,4.014547139679879,4.060808277870852,3.283584313580204,Garden,2.52,7.03
2021-12-24,Consumer,Central,Office Supplies,Same Day,Florida,479.19,74.99,120.07,3.5697032283022625,4.033140774821584,1.9724724906464983,4.685368528141888,Grocery,4.39,4.72
2022-07-11,Home Office,West,Technology,Standard Class,California,829.56,81.2,164.89,3.2784164454345683,4.020162305348467,2.141262399820532,3.5952092357009082,Garden,1.81,6.19
2021-11-19,Home Office,East,Furniture,First Class,Washington,847.23,111.57,61.28,4.557977240454065,4.161383075918209,2.7107303761283204,3.655441694071967,Grocery,4.87,8.93
2022-09-16,Consumer,West,Furniture,Standard Class,Texas,822.79,159.8,184.06,3.7361338227280236,3.1738902249855223,2.7686401846717876,4.433695440522705,Electronics,2.04,2.99
2021-04-02,Home Office,South,Technology,Standard Class,Texas,1362.88,323.08,306.63,4.300132523973622,4.280270729788777,3.8032005272863345,3.800484196589294,Garden,2.96,6.9
2021-12-08,Consumer,East,Technology,First Class,Florida,1133.88,262.29,46.85,3.648503642889381,2.0739343023969425,1.4189609238957899,2.503761721111019,Pharmacy,2.03,5.8
2022-02-28,Home Office,Central,Furniture,Second Class,New York,900.11,70.26,78.55,2.3769738886581604,4.657576643340871,4.366502159974884,4.213300433845758,Garden,2.91,5.64
2022-07-06,Home Office,East,Office Supplies,First Class,New York,766.73,172.02,149.72,2.0903351859375654,2.6081453535719312,1.5445092129871347,1.495989484654506,Electronics,2.6,9.4
2022-10-25,Consumer,West,Office Supplies,Same Day,Washington,940.31,158.0,113.18,2.3998453716498345,3.1208630715235484,1.1023062390046832,4.485875753375382,Pharmacy,2.5,3.91
2022-02-19,Corporate,West,Furniture,First Class,California,742.72,97.99,172.25,2.6327125768637214,1.6649806292644813,2.6127828660339416,3.036567451383014,Garden,2.2,1.15
2022-10-20,Corporate,Central,Technology,Second Class,New York,1243.27,177.63,205.7,4.307229894019359,1.1401759898338901,4.10024104990351,3.1832858063517673,Pharmacy,1.09,3.75
2022-12-12,Corporate,South,Office Supplies,First Class,New York,1499.19,313.21,387.58,3.8437442030817808,1.367019378417298,2.3936946725513546,4.690702409634005,Clothing,4.23,0.56
2021-10-02,Consumer,Central,Furniture,Same Day,California,1263.3,276.61,53.31,4.3073694577601795,1.0087129303820355,4.401152526377264,3.7307195572412293,Electronics,2.8,8.31
2021-02-13,Corporate,Central,Technology,Same Day,Washington,1082.92,196.64,241.26,4.700545584483236,4.082503247068363,3.6534801390759917,1.31267393912694,Grocery,2.04,9.89
2021-03-25,Home Office,Central,Technology,Second Class,New York,958.59,59.14,138.75,4.259188635198475,4.038528889609755,3.835596856382728,2.0116241261970993,Garden,1.75,8.22
2022-03-10,Corporate,Central,Office Supplies,Second Class,Florida,898.72,190.25,144.36,4.849110299316179,2.667026497970612,3.0676737645597894,3.843066019168144,Pharmacy,1.63,8.04
2021-04-04,Home Office,West,Technology,Same Day,California,1436.32,79.21,132.68,4.799445758217986,3.4345354395535623,3.3575623192279864,1.3724841858974295,Garden,4.8,6.63
2021-06-24,Corporate,South,Furniture,Same Day,New York,856.02,109.19,75.35,2.2838471370259414,1.6001771305942634,1.6551823783374768,2.0451870437024415,Clothing,3.39,5.97
2022-02-10,Corporate,East,Furniture,First Class,Washington,1390.27,193.02,90.43,2.569228237125371,4.37819793387176,4.5499955768518845,2.0547483514230658,Electronics,2.05,5.89
2021-07-21,Consumer,South,Furniture,Standard Class,Texas,717.12,108.44,84.81,3.300823177730924,3.4842644303520536,2.703037569082598,3.8308342613484774,Pharmacy,2.04,4.35
2022-05-14,Home Office,South,Furniture,Standard Class,Florida,925.94,93.7,73.43,3.762184785220603,2.409464941441791,2.755576970198933,1.2064931602483222,Garden,4.97,2.15
2022-04-26,Home Office,Central,Technology,Second Class,Florida,571.49,76.47,37.16,2.8588226831948336,4.425156469225728,3.7138887444552946,2.379924567168417,Garden,3.58,6.7
2021-11-26,Home Office,South,Furniture,Second Class,Florida,1039.81,215.72,300.42,4.151076114096261,3.842513921639949,4.5535754500392915,2.705491707295435,Garden,1.65,0.74
2022-06-25,Corporate,Central,Office Supplies,Standard Class,Florida,684.07,71.32,95.6,3.52802725140459,2.6731081419399154,3.9761792285441784,1.293171187040762,Electronics,4.19,2.7
2021-07-29,Corporate,East,Technology,Same Day,Texas,1416.26,301.17,292.68,3.383481115902801,2.4524859416394897,2.7653911397486475,2.8336061530891716,Pharmacy,2.75,0.54
2022-09-10,Consumer,Central,Technology,Second Class,Texas,1103.07,57.93,130.72,1.581580475966157,1.8060605249747481,2.8495104487708107,3.125630903751447,Garden,3.68,5.24
2022-07-30,Consumer,East,Technology,First Class,Texas,1134.35,89.11,198.78,1.6852577229198515,1.699155085202816,2.113422571840983,4.883274212220625,Pharmacy,3.35,3.89
2021-01-17,Consumer,South,Furniture,Standard Class,Texas,1070.67,251.67,165.71,2.2531489162463703,2.8059363055829434,1.2335679312571268,4.4940727233435975,Garden,1.57,4.56
2021-04-17,Corporate,Central,Technology,First Class,Washington,726.86,104.73,136.42,4.849900016220225,2.479902933593776,4.7587384365965,4.7222127547047075,Pharmacy,1.49,5.95
2021-06-14,Consumer,West,Furniture,First Class,New York,1031.03,62.03,226.41,1.3048413920354593,1.245551612118704,1.398491123310576,2.08291987324846,Garden,4.02,1.22
2022-08-30,Home Office,East,Furniture,Same Day,Texas,1459.27,251.12,295.55,4.841004950864753,2.2405961299970056,2.082103354449963,1.6006689592833907,Grocery,1.96,3.0
2022-06-21,Consumer,South,Technology,Second Class,Texas,1002.14,141.5,231.5,2.9084289256640647,1.534957650973635,4.789793953042775,3.553969456043186,Electronics,3.85,2.69
2022-09-21,Corporate,East,Technology,Second Class,Washington,745.75,50.5,39.1,2.7438450127793206,4.208337130754979,3.311100011827883,1.8060995350722213,Garden,1.09,8.92
2021-07-11,Consumer,Central,Furniture,Second Class,California,536.91,64.21,20.01,4.387519455615667,2.912864547946972,4.4122792247444975,3.3459283450743875,Clothing,4.9,7.54
2021-07-15,Home Office,West,Technology,Same Day,Washington,821.67,142.05,88.97,4.3259045920441555,1.7365976757608736,3.7804994021917637,1.782899338736776,Pharmacy,3.0,2.27
2021-11-04,Home Office,East,Technology,First Class,California,559.44,98.21,83.76,1.535936035327751,1.6457258719736338,1.1856139601060947,1.2605761059188256,Pharmacy,2.71,8.46
2021-05-17,Home Office,East,Furniture,First Class,Florida,1207.63,274.59,90.66,4.2469775995894565,4.274530245402588,1.5992833977404444,2.79569679251887,Electronics,4.18,5.18
2021-04-04,Corporate,East,Furniture,First Class,Washington,1195.29,177.5,279.98,3.042813450007027,3.2271549843196374,1.4701518500799309,3.545799218647478,Electronics,2.64,8.22
2021-03-29,Home Office,South,Technology,First Class,Florida,781.08,55.42,170.8,2.292508379348186,3.011666771671615,2.9251337575390535,1.3765386630096828,Grocery,3.75,7.45
2021-06-10,Consumer,West,Furniture,Second Class,California,1153.5,83.87,317.14,1.4335169166203503,2.7919960653684455,4.265638504025081,3.1988721791066173,Pharmacy,1.1,3.94
2021-05-28,Consumer,West,Furniture,Second Class,Washington,855.89,114.14,189.49,3.368910953798294,3.978009163240198,3.872737483744084,2.747339542527782,Clothing,4.67,6.22
2022-08-08,Home Office,West,Office Supplies,First Class,California,988.6,86.07,40.6,4.1213260231880575,3.2012721532245068,1.8285566001790405,2.020967570182907,Pharmacy,3.19,6.2
2022-04-01,Corporate,East,Technology,First Class,California,1092.99,255.97,221.71,4.542698062526562,1.477304555635738,2.6672255117390553,1.6875115324462286,Grocery,3.91,9.24
2021-03-29,Home Office,East,Technology,Same Day,Florida,889.01,82.16,115.12,4.886476411225007,1.2778301104778453,3.7931943604849727,1.9373037986862252,Grocery,4.77,1.41
2021-01-14,Consumer,East,Technology,Second Class,California,1104.55,138.37,94.21,1.4927540844483005,2.0714933310214283,4.577546811753788,4.586446179102151,Garden,2.68,8.48
2021-11-11,Consumer,East,Technology,Second Class,New York,578.57,88.22,106.78,2.5871360014469045,4.893055972130286,4.6644968867577035,1.1274818008336291,Clothing,1.42,4.24
2022-08-17,Home Office,Central,Technology,First Class,Texas,1029.37,119.49,100.5,1.1947058386765486,1.32669201356196,3.0185326510762787,1.5899380288913183,Grocery,1.13,1.84
2021-05-01,Corporate,Central,Furniture,Second Class,Washington,991.26,181.32,162.52,3.5429759335803013,3.15196148905007,2.6648051445947702,3.0726794800056116,Grocery,2.89,3.22
2022-12-17,Consumer,South,Technology,Second Class,Florida,488.4,83.54,86.46,4.550678438577466,4.6834367711091485,3.606905580006272,3.730563664344814,Grocery,3.3,2.16
2021-10-09,Corporate,East,Technology,First Class,Texas,547.58,130.25,89.49,3.7490522755252402,1.3074259166349012,3.6502096846984924,2.6412787461073286,Grocery,2.41,1.35
2022-03-03,Home Office,South,Office Supplies,Standard Class,Florida,535.12,115.8,7.01,2.5548365439349725,1.7610337628928572,4.893128060604892,1.961431332513861,Pharmacy,2.95,2.98
2022-04-16,Consumer,West,Furniture,Standard Class,New York,1103.58,188.26,122.65,4.039695423955449,3.4839528957585455,2.9922190804807864,2.097389719934225,Electronics,1.51,4.73
